ID,Turn,Speaker,Sentence,Tag,StudentTag,Transcript
340,169,T,You see what you got,1,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
341,169,T,Everyone else got 578,1,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
342,170,S,Yes,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
343,171,T,Go to the next box over,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
344,171,T,Were going to write this problem as 34 times 17,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
345,171,T,I want you to get used to going Oh yes oh yes oh yes oh yes,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
346,171,T,The reason why Im having you go here and here is because you have to multiply all the values times each other and it looks like this,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
347,171,T,Ill show you what I mean,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
348,171,T,What is the value of these three right here,5,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
349,172,S,nan,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
350,173,T,nan,3,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
351,173,T,I need to multiply that times the value of this digit right here which is,5,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
352,174,S,nan,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
353,175,T,10 Im done here,4,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
354,175,T,Now Im going to take this value of this digit which was what,5,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
355,176,S,nan,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
356,177,T,30 and I have to multiply it here whats the value of this digit,5,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
357,178,S,Seven,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
358,179,T,Seven Im done with Uh uh I need to take the value of this digit what was that,5,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
359,180,S,One,NA,3,TalkBack.Year1.Benson.Fall.121019.xlsx
360,181,S,nan,NA,1,TalkBack.Year1.Benson.Fall.121019.xlsx
361,182,T,Its worth 10,4,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
362,182,T,I need to multiply here,0,NA,TalkBack.Year1.Benson.Fall.121019.xlsx
414,8,T,So you added on the top,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
415,8,T,What did you do on the bottom,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
416,9,S,I counted by 5,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
417,10,T,You counted by 5,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
418,10,T,Bryce can you restate what you just heard Liam say,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
419,10,T,What did he do to get 210 and 315,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
420,11,S,He added,NA,1,TalkBack.Year1.Benson.Spring.011320.xlsx
421,12,T,He added what,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
422,13,S,I didnt hear,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
423,14,T,You didnt hear him,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
424,14,T,Liam will you please tell Bryce what you just said,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
425,15,T,I said that I did it 1  1  1 and then I did,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
426,16,T,Does that make sense to you how he would get those,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
427,16,T,Adding ones at the top but counting by fives at the bottom,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
428,17,S,Yes,NA,1,TalkBack.Year1.Benson.Spring.011320.xlsx
429,18,T,That makes sense to you,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
430,18,T,Katie does that make sense to you,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
431,19,S,Yes a little bit,NA,1,TalkBack.Year1.Benson.Spring.011320.xlsx
432,20,T,Will that work with all fractions,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
433,21,S,No,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
434,22,T,Why does it work when we have a one at the top,6,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
435,23,S,Because one is a factor of everything,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
436,24,T,What did you say Maddox,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
437,25,S,Because one is a factor of everything,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
438,26,T,Ones a factor of everything,3,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
439,26,T,So you can add this one all the time,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
440,26,T,Did anyone do 24 as their pink problem,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
441,26,T,Okay Stephan,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
442,27,S,What I do is I multiplied 2 2 times and I got 4,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
443,27,S,And then I added by 4 2 times and I got 8,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
444,28,T,So there was another one that you got because you had to do two for each,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
445,28,T,Did you get another one,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
446,29,S,I multiplied 2 x 3 and I got 6,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
447,29,S,Then I multiplied 4 x 3 and I got 12,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
448,30,T,Hi,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
449,31,T,I cant find my new  Where would they be,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
450,32,T,I put mine up on shelf but I dont know,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
451,33,T,I checked every one,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
452,34,T,Are they up on the top of the shelf out here,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
453,35,T,Thank you,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
454,36,T,Youre welcome,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
455,36,T,So Stephan said I multiplied 2 x 2 to get 4 and 4 x 2 to get 8,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
456,36,T,What did you hear him say about how to get 612,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
457,36,T,Avery what did you hear Stephan say for him to go from 24 to get to 612,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
458,36,T,He started here,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
459,37,S,You multiply 2 x 4,NA,1,TalkBack.Year1.Benson.Spring.011320.xlsx
460,38,T,Two times,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
461,39,S,nan,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
462,40,T,What would you multiply 2 by to get 6,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
463,41,S,nan,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
464,42,T,2 x 4 is 8,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
465,43,S,Oh,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
466,43,S,2 x 3,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
467,44,T,There you go,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
468,44,T,What did he multiply 4 by to get 12,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
469,44,T,Also,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
470,45,S,nan,NA,1,TalkBack.Year1.Benson.Spring.011320.xlsx
471,46,T,Also 3,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
472,46,T,Remember that when youre making an equivalent fraction if youre multiplying the top number and the bottom number by the same thing,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
473,46,T,So 3 on the bottom 3 on the top,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
474,46,T,Youre going to get an equivalent fraction,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
475,46,T,Who did 23 as theirs,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
476,46,T,The pink problem,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
477,46,T,Bryce whatd you end up doing,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
478,47,S,I got 4 out of 6 and 6 out of 9 by doing what was,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
479,48,T,You did multiples,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
480,48,T,So you did multiples of 2,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
481,49,S,Mmhmm,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
482,50,T,So when you started listing your multiples you need 2 4 6,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
483,51,S,Yes,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
484,52,T,Okay,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
485,52,T,Ryder can you tell me how that makes sense to you,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
486,52,T,Why did Bryce do multiples,2,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
487,53,S,Everything multiple because its like youre doing the same number,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
533,73,S,Then I did 10 x 2 and I got 20,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
534,73,S,And then I got 2430,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
535,74,T,Explain that one,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
536,75,S,I multiplied 8 x 3 and then 10 x 3,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
537,76,T,All right,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
538,76,T,Jade did you do 68,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
539,77,S,Yes I did,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
540,77,S,So I got 1216,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
541,78,T,Explain please,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
542,79,S,I looked at the my multiplication table and I got the 12 and then I did the 8 the same way,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
543,80,T,What is that called when youre using your multiplication chart to help you,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
544,81,S,I dont know whats it called,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
545,82,T,You found the,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
546,83,S,I found the product,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
547,84,T,Theyre called products when you multiply numbers together but when were listing in order the products are the problem,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
548,84,T,What are those called,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
549,84,T,Look up there on your poster,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
550,84,T,See if that helps you,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
551,84,T,Making your numbers bigger,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
552,85,S,Multiples,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
553,86,T,Multiples,3,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
554,86,T,You found multiples,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
567,96,T,Did you do 25100 at all,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
568,96,T,No,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
569,96,T,Katie whatd you get for 25100,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
570,97,S,One is 50200,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
571,97,S,Then I got 75300,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
572,98,T,Howd you do those,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
573,99,S,I did 25 x 2 which equals 50,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
574,99,S,Then 100 x 2 which is 200,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
575,99,S,Then I multiplied one more to 25 to get to 75,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
576,99,S,Same with the 200 to get to 300ths,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
577,100,T,Okay excellent,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
578,100,T,Anyone do 16100,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
579,100,T,Nobody at this middle table did any math,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
580,101,S,No,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
581,102,T,Jamie did one,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
582,102,T,Anyone at this middle table do any math here,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
583,103,S,We did,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
584,104,T,I havent heard from you,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
585,104,T,All right Caleb tell me what you did,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
586,105,S,I did 120200,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
587,106,T,Why did you do that,6,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
588,107,S,Because I multiplied 60 x 2,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
592,109,S,Yes,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
593,109,S,I got 180300,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
594,109,S,I did that by doing 60 x 3 and 100 x 3,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
595,110,T,Excellent,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
596,110,T,Did anyone reduce this down to a smaller fraction,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
597,111,S,What,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
598,111,S,Uhuh,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
599,112,T,Oh hi,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
600,112,T,I dont want math,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
601,112,T,Where did that come from,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
602,113,T,Jeez sorry,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
603,113,T,Well thats crazy,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
604,114,T,Technology went a little crazy with me this morning sorry guys,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
605,115,T,Well its showing up weird isnt it,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
606,115,T,Its not in my Google Docs this is a Google Doc,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
607,115,T,Anyway lets try this again,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
608,115,T,Did anyone reduce that fraction down,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
609,115,T,If we have 6100 is there a smaller portion that could,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
610,116,T,What do you think Sophie,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
611,116,S,Maybe 610,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
612,117,T,610,3,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
613,117,T,Think of your place value tens and hundreds that we were looking at,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
659,138,T,This is one of them that would be two of them that would be three of them,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
660,138,T,Then its just basically asking you what piece is equal to that,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
661,138,T,If you lay your halfcircle or your pink piece on there those are equal,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
662,139,T,Heres your next question,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
663,139,T,Take out your purple pieces,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
664,139,T,Remember that theyre different from dark blue so make sure youre getting purple not dark blue,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
665,139,T,We want this one,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
666,139,S,The tenths,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
667,140,T,The tenths,3,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
668,140,T,Take out your purple pieces,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
669,141,S,These arent purple,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
670,142,T,Rob if you go over to I think its the first column second go down the stairs there are bags of fraction circle pieces you may borrow,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
671,142,T,There should be four or five  Did everybody find their purple pieces,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
672,143,S,Yes,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
673,144,T,All right this is going to be onefourth of a new shape how many of them would we need to make the whole thing,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
674,144,T,Show me on your fingers,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
675,144,T,That purple piece is one fourth four four four four four four four four four four four four three four four four four four four,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
676,144,T,Okay one out of the four pieces it needs this is one of them two of them three of them four of them okay,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
677,144,T,Is that more or less than what you just had with your light blue pieces,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
678,145,S,Less,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
679,146,T,Less why is it less,6,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
680,146,T,Stephan why is this onefourth fraction less than this onethird fraction,6,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
681,147,S,Its not even to like a half a circle because its missing the orange,NA,4,TalkBack.Year1.Benson.Spring.011320.xlsx
698,152,T,You say yes you need to prove it to me,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
699,152,T,One single piece that will fit on all four purples,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
700,152,T,Do we have anything in between a pink and an orange,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
701,153,S,No,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
702,154,T,No and the shape of those four purples is really kind of halfway between a pink and an orange,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
703,154,T,We might need to use two pieces to cover up those four,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
704,154,T,Look for pieces where you add two together and it is kind of halfway between those two,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
705,154,T,You are using the wrong color sweetheart you need this color thats the dark blue use four of these ones instead,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
706,154,T,Get all four of your purple use four of them honey,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
707,154,T,I see people trying blues,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
708,154,T,Katie what did you try,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
709,155,S,Two fifths,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
710,156,T,You did two green huh,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
711,156,T,Lets focus just on the color because when we say fifth that means were thinking of the whole as a full circle,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
712,156,T,Are we really doing the whole as a full circle right now,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
713,157,S,No,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
714,158,T,What is the whole Katie,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
715,159,S,Two fifths,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
716,160,T,Two colors,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
717,161,S,Two greens,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
718,162,T,Two greens,3,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
719,162,T,Pull out two dark greens not light greens but dark greens,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
761,180,T,Okay challenging your brain to think outside the box,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
762,181,T,Very carefully scoot your fraction circle pieces aside,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
763,181,T,You will use them they are going to be very helpful to you but you want to be able to look at your math journal right now,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
764,181,T,If you open to page 157 we will do two problems together,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
765,181,T,Josh tell me which number you want me to do with you today,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
766,182,S,Number two,NA,0,TalkBack.Year1.Benson.Spring.011320.xlsx
767,183,T,Number two okay everyone look at number two,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
768,183,T,What color piece do we need,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
769,184,S,Green,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
770,185,T,A light green,4,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
771,185,T,So take up your light greens,0,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
772,185,T,Josh tell me what does number two say,1,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
773,186,T,If light green is one fourth what is the whole,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
774,186,T,Aaron that tells me that light green needs how many totals to make the whole,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
775,187,S,That numerator says one,NA,3,TalkBack.Year1.Benson.Spring.011320.xlsx
776,188,T,One and my denominator tells me how many to get to the whole thing,5,NA,TalkBack.Year1.Benson.Spring.011320.xlsx
